Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"China, P.R.: Hong Kong",HK,HKG,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/ET. Date of Access: 28-09-2021",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.015,-0.093,0.296,0.085,0.121,0.625,0.044,-0.646,0.019,-0.37,-0.156,-0.11,0.449,-0.321,0.18,-0.75,0.183,0.026,0.038,0.272,0.399,0.084,-0.197,-0.533,-0.3,0.005,0.824,-0.147,0.215,0.221,0.67,-0.293,0.237,0.28,-0.087,-0.033,0.232,0.878,0.898,0.226,0.781,0.89,0.921,0.632,0.707,0.888,1.0,0.401,0.939,0.431,0.395,0.58,0.818,0.725,1.221,0.819,1.389,1.234,1.827,1.901,2.038
